-481,-55,1
-477,-64,1
-473,-73,1
-469,-82,1
-465,-91,1
-461,-100,0
-457,-108,0
-453,-115,0
-449,-121,0
-445,-126,0
-441,-130,0
-437,-133,0
-433,-135,0
-429,-136,0
-425,-136,0
-421,-135,0
-417,-133,0
-413,-130,0
-409,-126,0
-405,-121,0
-401,-115,0
-397,-108,0
-393,-100,0
-389,-91,1
-385,-100,0
-381,-108,0
-377,-115,0
-373,-121,0
-369,-126,0
-365,-130,0
-361,-133,0
-357,-135,0
-353,-136,0
-349,-136,0
-345,-135,0
-341,-133,0
-337,-130,0
-333,-126,0
-329,-121,0
-325,-115,0
-321,-108,0
-317,-100,0
-313,-91,1
-309,-100,0
-305,-108,0
-301,-115,0
-297,-121,0
-293,-126,0
-289,-130,0
-285,-133,0
-281,-135,0
-277,-136,0
-273,-136,0
-269,-135,0
-265,-133,0
-261,-130,0
-257,-126,0
-253,-121,0
-249,-115,0
-245,-108,0
-241,-100,0
-237,-91,1
-233,-100,0
-229,-108,0
-225,-115,0
-221,-121,0
-217,-126,0
-213,-130,0
-209,-133,0
-205,-135,0
-201,-136,0
-197,-136,0
-193,-135,0
-189,-133,0
-185,-130,0
-181,-126,0
-177,-121,0
-173,-115,0
-169,-108,0
-165,-100,0
-161,-91,1
-157,-100,0
-153,-108,0
-149,-115,0
-145,-121,0
-141,-126,0
-137,-130,0
-133,-133,0
-129,-135,0
-125,-136,0
-121,-136,0
-117,-135,0
-113,-133,0
-109,-130,0
-105,-126,0
-101,-121,0
-97,-115,0
-93,-108,0
-89,-100,0
-85,-91,1
-81,-100,0
-77,-108,0
-73,-115,0
-69,-121,0
-65,-126,0
-61,-130,0
-57,-133,0
-53,-135,0
-49,-136,0
-45,-136,0
-41,-135,0
-37,-133,0
-33,-130,0
-29,-126,0
-25,-121,0
-21,-115,0
-17,-108,0
-13,-100,0
-9,-91,1
-5,-100,0
-1,-108,0
3,-115,0
7,-121,0
11,-126,0
15,-130,0
19,-133,0
23,-135,0
27,-136,0
31,-136,0
35,-135,0
39,-133,0
43,-130,0
47,-126,0
51,-121,0
55,-115,0
59,-108,0
-81.0,-165,0
-77.0,-156,0
-73.0,-146,0
-69.0,-136,0
-65.0,-126,0
-61.0,-116,0
-57.0,-106,0
-53.0,-96,1
-49.0,-105,0
-45.0,-113,0
-41.0,-120,0
-37.0,-126,0
-33.0,-131,0
-29.0,-135,0
-25.0,-138,0
-21.0,-140,0
-17.0,-141,0
-13.0,-141,0
-9.0,-140,0
-5.0,-138,0
-1.0,-135,0
3.0,-131,0
7.0,-126,0
11.0,-120,0
15.0,-113,0
19.0,-105,0
23.0,-96,1
27.0,-105,0
31.0,-113,0
35.0,-120,0
39.0,-126,0
43.0,-131,0
47.0,-135,0
51.0,-138,0
55.0,-140,0
59.0,-141,0
-87,-138,0
-83,-137,0
-79,-135,0
-75,-132,0
-71,-128,0
-67,-123,0
-63,-117,0
-59,-110,0
-55,-102,0
-51,-93,1
-47,-102,0
-43,-110,0
-39,-117,0
-35,-123,0
-31,-128,0
-27,-132,0
-23,-135,0
-19,-137,0
-15,-138,0
-11,-138,0
-7,-137,0
-3,-135,0
1,-132,0
5,-128,0
9,-123,0
13,-117,0
17,-110,0
21,-102,0
25,-93,1
29,-102,0
33,-110,0
37,-117,0
41,-123,0
45,-128,0
49,-132,0
53,-135,0
57,-137,0
-83,-118,0
-79,-118,0
-75,-117,0
-71,-115,0
-67,-112,0
-63,-108,0
-59,-103,0
-55,-97,1
-51,-106,0
-47,-114,0
-43,-121,0
-39,-127,0
-35,-132,0
-31,-136,0
-27,-139,0
-23,-141,0
-19,-142,0
-15,-142,0
-11,-141,0
-7,-139,0
-3,-136,0
1,-132,0
5,-127,0
9,-121,0
13,-114,0
17,-106,0
21,-97,1
25,-106,0
29,-114,0
33,-121,0
37,-127,0
41,-132,0
45,-136,0
49,-139,0
53,-141,0
57,-142,0
-91,-95,1
-87,-104,0
-83,-112,0
-79,-119,0
-75,-125,0
-71,-130,0
-67,-134,0
-63,-137,0
-59,-139,0
-55,-140,0
-51,-140,0
-47,-139,0
-43,-137,0
-39,-134,0
-35,-130,0
-31,-125,0
-27,-119,0
-23,-112,0
-19,-104,0
-15,-95,1
-11,-104,0
-7,-112,0
-3,-119,0
1,-125,0
5,-130,0
9,-134,0
13,-137,0
17,-139,0
21,-140,0
25,-140,0
29,-139,0
33,-137,0
37,-134,0
41,-130,0
45,-125,0
49,-119,0
53,-112,0
57,-104,0
-83,-162,0
-79,-152,0
-75,-142,0
-71,-132,0
-67,-122,0
-63,-112,0
-59,-102,0
-55,-92,1
-51,-101,0
-47,-109,0
-43,-116,0
-39,-122,0
-35,-127,0
-31,-131,0
-27,-134,0
-23,-136,0
-19,-137,0
-15,-137,0
-11,-136,0
-7,-134,0
-3,-131,0
1,-127,0
5,-122,0
9,-116,0
13,-109,0
17,-101,0
21,-92,1
25,-101,0
29,-109,0
33,-116,0
37,-122,0
41,-127,0
45,-131,0
49,-134,0
53,-136,0
57,-137,0
-91,-93,1
-87,-102,0
-83,-110,0
-79,-117,0
-75,-123,0
-71,-128,0
-67,-132,0
-63,-135,0
-59,-137,0
-55,-138,0
-51,-138,0
-47,-137,0
-43,-135,0
-39,-132,0
-35,-128,0
-31,-123,0
-27,-117,0
-23,-110,0
-19,-102,0
-15,-93,1
-11,-102,0
-7,-110,0
-3,-117,0
1,-123,0
5,-128,0
9,-132,0
13,-135,0
17,-137,0
21,-138,0
25,-138,0
29,-137,0
33,-135,0
37,-132,0
41,-128,0
45,-123,0
49,-117,0
53,-110,0
57,-102,0
-83,-137,0
-79,-127,0
-75,-117,0
-71,-107,0
-67,-97,1
-63,-106,0
-59,-114,0
-55,-121,0
-51,-127,0
-47,-132,0
-43,-136,0
-39,-139,0
-35,-141,0
-31,-142,0
-27,-142,0
-23,-141,0
-19,-139,0
-15,-136,0
-11,-132,0
-7,-127,0
-3,-121,0
1,-114,0
5,-106,0
9,-97,1
13,-106,0
17,-114,0
21,-121,0
25,-127,0
29,-132,0
33,-136,0
37,-139,0
41,-141,0
45,-142,0
49,-142,0
53,-141,0
57,-139,0
-91,-140,0
-87,-136,0
-83,-131,0
-79,-125,0
-75,-118,0
-71,-110,0
-67,-101,0
-63,-91,1
-59,-100,0
-55,-108,0
-51,-115,0
-47,-121,0
-43,-126,0
-39,-130,0
-35,-133,0
-31,-135,0
-27,-136,0
-23,-136,0
-19,-135,0
-15,-133,0
-11,-130,0
-7,-126,0
-3,-121,0
1,-115,0
5,-108,0
9,-100,0
13,-91,1
17,-100,0
21,-108,0
25,-115,0
29,-121,0
33,-126,0
37,-130,0
41,-133,0
45,-135,0
49,-136,0
53,-136,0
57,-135,0
-83,-121,0
-79,-118,0
-75,-114,0
-71,-109,0
-67,-103,0
-63,-96,1
-59,-105,0
-55,-113,0
-51,-120,0
-47,-126,0
-43,-131,0
-39,-135,0
-35,-138,0
-31,-140,0
-27,-141,0
-23,-141,0
-19,-140,0
-15,-138,0
-11,-135,0
-7,-131,0
-3,-126,0
1,-120,0
5,-113,0
9,-105,0
13,-96,1
17,-105,0
21,-113,0
25,-120,0
29,-126,0
33,-131,0
37,-135,0
41,-138,0
45,-140,0
49,-141,0
53,-141,0
57,-140,0
-91,-148,0
-87,-145,0
-83,-141,0
-79,-136,0
-75,-130,0
-71,-123,0
-67,-115,0
-63,-106,0
-59,-96,1
-55,-105,0
-51,-113,0
-47,-120,0
-43,-126,0
-39,-131,0
-35,-135,0
-31,-138,0
-27,-140,0
-23,-141,0
-19,-141,0
-15,-140,0
-11,-138,0
-7,-135,0
-3,-131,0
1,-126,0
5,-120,0
9,-113,0
13,-105,0
17,-96,1
21,-105,0
25,-113,0
29,-120,0
33,-126,0
37,-131,0
41,-135,0
45,-138,0
49,-140,0
53,-141,0
57,-141,0
-83,-149,0
-79,-147,0
-75,-144,0
-71,-140,0
-67,-135,0
-63,-129,0
-59,-122,0
-55,-114,0
-51,-105,0
-47,-95,1
-43,-104,0
-39,-112,0
-35,-119,0
-31,-125,0
-27,-130,0
-23,-134,0
-19,-137,0
-15,-139,0
-11,-140,0
-7,-140,0
-3,-139,0
1,-137,0
5,-134,0
9,-130,0
13,-125,0
17,-119,0
21,-112,0
25,-104,0
29,-95,1
33,-104,0
37,-112,0
41,-119,0
45,-125,0
49,-130,0
53,-134,0
57,-137,0
-91,-74,1
-87,-83,1
-83,-92,1
-79,-101,0
-75,-109,0
-71,-116,0
-67,-122,0
-63,-127,0
-59,-131,0
-55,-134,0
-51,-136,0
-47,-137,0
-43,-137,0
-39,-136,0
-35,-134,0
-31,-131,0
-27,-127,0
-23,-122,0
-19,-116,0
-15,-109,0
-11,-101,0
-7,-92,1
-3,-101,0
1,-109,0
5,-116,0
9,-122,0
13,-127,0
17,-131,0
21,-134,0
25,-136,0
29,-137,0
33,-137,0
37,-136,0
41,-134,0
45,-131,0
49,-127,0
53,-122,0
57,-116,0
-83,-135,0
-79,-127,0
-75,-118,0
-71,-108,0
-67,-98,1
-63,-107,0
-59,-115,0
-55,-122,0
-51,-128,0
-47,-133,0
-43,-137,0
-39,-140,0
-35,-142,0
-31,-143,0
-27,-143,0
-23,-142,0
-19,-140,0
-15,-137,0
-11,-133,0
-7,-128,0
-3,-122,0
1,-115,0
5,-107,0
9,-98,1
13,-107,0
17,-115,0
21,-122,0
25,-128,0
29,-133,0
33,-137,0
37,-140,0
41,-142,0
45,-143,0
49,-143,0
53,-142,0
57,-140,0
-91,-98,1
-87,-107,0
-83,-115,0
-79,-122,0
-75,-128,0
-71,-133,0
-67,-137,0
-63,-140,0
-59,-142,0
-55,-143,0
-51,-143,0
-47,-142,0
-43,-140,0
-39,-137,0
-35,-133,0
-31,-128,0
-27,-122,0
-23,-115,0
-19,-107,0
-15,-98,1
-11,-107,0
-7,-115,0
-3,-122,0
1,-128,0
5,-133,0
9,-137,0
13,-140,0
17,-142,0
21,-143,0
25,-143,0
29,-142,0
33,-140,0
37,-137,0
41,-133,0
45,-128,0
49,-122,0
53,-115,0
57,-107,0
-83,-140,0
-79,-130,0
-75,-120,0
-71,-110,0
-67,-100,0
-63,-90,1
-59,-99,1
-55,-108,0
-51,-116,0
-47,-123,0
-43,-129,0
-39,-134,0
-35,-138,0
-31,-141,0
-27,-143,0
-23,-144,0
-19,-144,0
-15,-143,0
-11,-141,0
-7,-138,0
-3,-134,0
1,-129,0
5,-123,0
9,-116,0
13,-108,0
17,-99,1
21,-108,0
25,-116,0
29,-123,0
33,-129,0
37,-134,0
41,-138,0
45,-141,0
49,-143,0
53,-144,0
57,-144,0
-91,-160,0
-87,-158,0
-83,-155,0
-79,-151,0
-75,-146,0
-71,-140,0
-67,-133,0
-63,-125,0
-59,-116,0
-55,-106,0
-51,-96,1
-47,-105,0
-43,-113,0
-39,-120,0
-35,-126,0
-31,-131,0
-27,-135,0
-23,-138,0
-19,-140,0
-15,-141,0
-11,-141,0
-7,-140,0
-3,-138,0
1,-135,0
5,-131,0
9,-126,0
13,-120,0
17,-113,0
21,-105,0
25,-96,1
29,-105,0
33,-113,0
37,-120,0
41,-126,0
45,-131,0
49,-135,0
53,-138,0
57,-140,0
-83,-102,0
-79,-102,0
-75,-101,0
-71,-99,1
-67,-108,0
-63,-116,0
-59,-123,0
-55,-129,0
-51,-134,0
-47,-138,0
-43,-141,0
-39,-143,0
-35,-144,0
-31,-144,0
-27,-143,0
-23,-141,0
-19,-138,0
-15,-134,0
-11,-129,0
-7,-123,0
-3,-116,0
1,-108,0
5,-99,1
9,-108,0
13,-116,0
17,-123,0
21,-129,0
25,-134,0
29,-138,0
33,-141,0
37,-143,0
41,-144,0
45,-144,0
49,-143,0
53,-141,0
57,-138,0
-91,-187,0
-87,-182,0
-83,-176,0
-79,-169,0
-75,-161,0
-71,-152,0
-67,-142,0
-63,-132,0
-59,-122,0
-55,-112,0
-51,-102,0
-47,-92,1
-43,-101,0
-39,-109,0
-35,-116,0
-31,-122,0
-27,-127,0
-23,-131,0
-19,-134,0
-15,-136,0
-11,-137,0
-7,-137,0
-3,-136,0
1,-134,0
5,-131,0
9,-127,0
13,-122,0
17,-116,0
21,-109,0
25,-101,0
29,-92,1
33,-101,0
37,-109,0
41,-116,0
45,-122,0
49,-127,0
53,-131,0
57,-134,0
-83,-144,0
-79,-145,0
-75,-145,0
-71,-144,0
-67,-142,0
-63,-139,0
-59,-135,0
-55,-130,0
-51,-124,0
-47,-117,0
-43,-109,0
-39,-100,0
-35,-90,1
-31,-99,1
-27,-108,0
-23,-116,0
-19,-123,0
-15,-129,0
-11,-134,0
-7,-138,0
-3,-141,0
1,-143,0
5,-144,0
9,-144,0
13,-143,0
17,-141,0
21,-138,0
25,-134,0
29,-129,0
33,-123,0
37,-116,0
41,-108,0
45,-99,1
49,-108,0
53,-116,0
57,-123,0
-91,-64,1
-87,-73,1
-83,-82,1
-79,-91,1
-75,-100,0
-71,-108,0
-67,-115,0
-63,-121,0
-59,-126,0
-55,-130,0
-51,-133,0
-47,-135,0
-43,-136,0
-39,-136,0
-35,-135,0
-31,-133,0
-27,-130,0
-23,-126,0
-19,-121,0
-15,-115,0
-11,-108,0
-7,-100,0
-3,-91,1
1,-100,0
5,-108,0
9,-115,0
13,-121,0
17,-126,0
21,-130,0
25,-133,0
29,-135,0
33,-136,0
37,-136,0
41,-135,0
45,-133,0
49,-130,0
53,-126,0
57,-121,0
-83,-171,0
-79,-164,0
-75,-156,0
-71,-147,0
-67,-137,0
-63,-127,0
-59,-117,0
-55,-107,0
-51,-97,1
-47,-106,0
-43,-114,0
-39,-121,0
-35,-127,0
-31,-132,0
-27,-136,0
-23,-139,0
-19,-141,0
-15,-142,0
-11,-142,0
-7,-141,0
-3,-139,0
1,-136,0
5,-132,0
9,-127,0
13,-121,0
17,-114,0
21,-106,0
25,-97,1
29,-106,0
33,-114,0
37,-121,0
41,-127,0
45,-132,0
49,-136,0
53,-139,0
57,-141,0
-91,-96,1
-87,-105,0
-83,-113,0
-79,-120,0
-75,-126,0
-71,-131,0
-67,-135,0
-63,-138,0
-59,-140,0
-55,-141,0
-51,-141,0
-47,-140,0
-43,-138,0
-39,-135,0
-35,-131,0
-31,-126,0
-27,-120,0
-23,-113,0
-19,-105,0
-15,-96,1
-11,-105,0
-7,-113,0
-3,-120,0
1,-126,0
5,-131,0
9,-135,0
13,-138,0
17,-140,0
21,-141,0
25,-141,0
29,-140,0
33,-138,0
37,-135,0
41,-131,0
45,-126,0
49,-120,0
53,-113,0
57,-105,0
-83,-121,0
-79,-111,0
-75,-101,0
-71,-91,1
-67,-100,0
-63,-108,0
-59,-115,0
-55,-121,0
-51,-126,0
-47,-130,0
-43,-133,0
-39,-135,0
-35,-136,0
-31,-136,0
-27,-135,0
-23,-133,0
-19,-130,0
-15,-126,0
-11,-121,0
-7,-115,0
-3,-108,0
1,-100,0
5,-91,1
9,-100,0
13,-108,0
17,-115,0
21,-121,0
25,-126,0
29,-130,0
33,-133,0
37,-135,0
41,-136,0
45,-136,0
49,-135,0
53,-133,0
57,-130,0
-91,-93,1
-87,-102,0
-83,-110,0
-79,-117,0
-75,-123,0
-71,-128,0
-67,-132,0
-63,-135,0
-59,-137,0
-55,-138,0
-51,-138,0
-47,-137,0
-43,-135,0
-39,-132,0
-35,-128,0
-31,-123,0
-27,-117,0
-23,-110,0
-19,-102,0
-15,-93,1
-11,-102,0
-7,-110,0
-3,-117,0
1,-123,0
5,-128,0
9,-132,0
13,-135,0
17,-137,0
21,-138,0
25,-138,0
29,-137,0
33,-135,0
37,-132,0
41,-128,0
45,-123,0
49,-117,0
53,-110,0
57,-102,0
-83,-101,0
-79,-91,1
-75,-100,0
-71,-108,0
-67,-115,0
-63,-121,0
-59,-126,0
-55,-130,0
-51,-133,0
-47,-135,0
-43,-136,0
-39,-136,0
-35,-135,0
-31,-133,0
-27,-130,0
-23,-126,0
-19,-121,0
-15,-115,0
-11,-108,0
-7,-100,0
-3,-91,1
1,-100,0
5,-108,0
9,-115,0
13,-121,0
17,-126,0
21,-130,0
25,-133,0
29,-135,0
33,-136,0
37,-136,0
41,-135,0
45,-133,0
49,-130,0
53,-126,0
57,-121,0
-91,-139,0
-87,-132,0
-83,-124,0
-79,-115,0
-75,-105,0
-71,-95,1
-67,-104,0
-63,-112,0
-59,-119,0
-55,-125,0
-51,-130,0
-47,-134,0
-43,-137,0
-39,-139,0
-35,-140,0
-31,-140,0
-27,-139,0
-23,-137,0
-19,-134,0
-15,-130,0
-11,-125,0
-7,-119,0
-3,-112,0
1,-104,0
5,-95,1
9,-104,0
13,-112,0
17,-119,0
21,-125,0
25,-130,0
29,-134,0
33,-137,0
37,-139,0
41,-140,0
45,-140,0
49,-139,0
53,-137,0
57,-134,0
-83,-156,0
-79,-151,0
-75,-145,0
-71,-138,0
-67,-130,0
-63,-121,0
-59,-111,0
-55,-101,0
-51,-91,1
-47,-100,0
-43,-108,0
-39,-115,0
-35,-121,0
-31,-126,0
-27,-130,0
-23,-133,0
-19,-135,0
-15,-136,0
-11,-136,0
-7,-135,0
-3,-133,0
1,-130,0
5,-126,0
9,-121,0
13,-115,0
17,-108,0
21,-100,0
25,-91,1
29,-100,0
33,-108,0
37,-115,0
41,-121,0
45,-126,0
49,-130,0
53,-133,0
57,-135,0
-91,-80,1
-87,-89,1
-83,-98,1
-79,-107,0
-75,-115,0
-71,-122,0
-67,-128,0
-63,-133,0
-59,-137,0
-55,-140,0
-51,-142,0
-47,-143,0
-43,-143,0
-39,-142,0
-35,-140,0
-31,-137,0
-27,-133,0
-23,-128,0
-19,-122,0
-15,-115,0
-11,-107,0
-7,-98,1
-3,-107,0
1,-115,0
5,-122,0
9,-128,0
13,-133,0
17,-137,0
21,-140,0
25,-142,0
29,-143,0
33,-143,0
37,-142,0
41,-140,0
45,-137,0
49,-133,0
53,-128,0
57,-122,0
-83,-161,0
-79,-153,0
-75,-144,0
-71,-134,0
-67,-124,0
-63,-114,0
-59,-104,0
-55,-94,1
-51,-103,0
-47,-111,0
-43,-118,0
-39,-124,0
-35,-129,0
-31,-133,0
-27,-136,0
-23,-138,0
-19,-139,0
-15,-139,0
-11,-138,0
-7,-136,0
-3,-133,0
1,-129,0
5,-124,0
9,-118,0
13,-111,0
17,-103,0
21,-94,1
25,-103,0
29,-111,0
33,-118,0
37,-124,0
41,-129,0
45,-133,0
49,-136,0
53,-138,0
57,-139,0
-91,-74,1
-87,-83,1
-83,-92,1
-79,-101,0
-75,-109,0
-71,-116,0
-67,-122,0
-63,-127,0
-59,-131,0
-55,-134,0
-51,-136,0
-47,-137,0
-43,-137,0
-39,-136,0
-35,-134,0
-31,-131,0
-27,-127,0
-23,-122,0
-19,-116,0
-15,-109,0
-11,-101,0
-7,-92,1
-3,-101,0
1,-109,0
5,-116,0
9,-122,0
13,-127,0
17,-131,0
21,-134,0
25,-136,0
29,-137,0
33,-137,0
37,-136,0
41,-134,0
45,-131,0
49,-127,0
53,-122,0
57,-116,0
-83,-122,0
-79,-114,0
-75,-105,0
-71,-95,1
-67,-104,0
-63,-112,0
-59,-119,0
-55,-125,0
-51,-130,0
-47,-134,0
-43,-137,0
-39,-139,0
-35,-140,0
-31,-140,0
-27,-139,0
-23,-137,0
-19,-134,0
-15,-130,0
-11,-125,0
-7,-119,0
-3,-112,0
1,-104,0
5,-95,1
9,-104,0
13,-112,0
17,-119,0
21,-125,0
25,-130,0
29,-134,0
33,-137,0
37,-139,0
41,-140,0
45,-140,0
49,-139,0
53,-137,0
57,-134,0
-91,-194,0
-87,-189,0
-83,-183,0
-79,-176,0
-75,-168,0
-71,-159,0
-67,-149,0
-63,-139,0
-59,-129,0
-55,-119,0
-51,-109,0
-47,-99,1
-43,-108,0
-39,-116,0
-35,-123,0
-31,-129,0
-27,-134,0
-23,-138,0
-19,-141,0
-15,-143,0
-11,-144,0
-7,-144,0
-3,-143,0
1,-141,0
5,-138,0
9,-134,0
13,-129,0
17,-123,0
21,-116,0
25,-108,0
29,-99,1
33,-108,0
37,-116,0
41,-123,0
45,-129,0
49,-134,0
53,-138,0
57,-141,0
-83,-86,1
-79,-95,1
-75,-104,0
-71,-112,0
-67,-119,0
-63,-125,0
-59,-130,0
-55,-134,0
-51,-137,0
-47,-139,0
-43,-140,0
-39,-140,0
-35,-139,0
-31,-137,0
-27,-134,0
-23,-130,0
-19,-125,0
-15,-119,0
-11,-112,0
-7,-104,0
-3,-95,1
1,-104,0
5,-112,0
9,-119,0
13,-125,0
17,-130,0
21,-134,0
25,-137,0
29,-139,0
33,-140,0
37,-140,0
41,-139,0
45,-137,0
49,-134,0
53,-130,0
57,-125,0
-91,-142,0
-87,-135,0
-83,-127,0
-79,-118,0
-75,-108,0
-71,-98,1
-67,-107,0
-63,-115,0
-59,-122,0
-55,-128,0
-51,-133,0
-47,-137,0
-43,-140,0
-39,-142,0
-35,-143,0
-31,-143,0
-27,-142,0
-23,-140,0
-19,-137,0
-15,-133,0
-11,-128,0
-7,-122,0
-3,-115,0
1,-107,0
5,-98,1
9,-107,0
13,-115,0
17,-122,0
21,-128,0
25,-133,0
29,-137,0
33,-140,0
37,-142,0
41,-143,0
45,-143,0
49,-142,0
53,-140,0
57,-137,0
-83,-147,0
-79,-142,0
-75,-136,0
-71,-129,0
-67,-121,0
-63,-112,0
-59,-102,0
-55,-92,1
-51,-101,0
-47,-109,0
-43,-116,0
-39,-122,0
-35,-127,0
-31,-131,0
-27,-134,0
-23,-136,0
-19,-137,0
-15,-137,0
-11,-136,0
-7,-134,0
-3,-131,0
1,-127,0
5,-122,0
9,-116,0
13,-109,0
